id,sentence,ward_euclidean_cluster
495677502727300917,How To Crimp Hair At Home,1402
395190936034800002,"Crop Tops, High Waisted Shorts, & Jean Jackets",667
395190936034801231,"mesh insert flare dress- nix the shoes, but love the dress",214
245446248424600493,**** STITCH FIX 2017!,23
245446248424600493,Try Stitch Fix today and start receiving great fashion forward looks just like this one!,25
245446248424600493,Absolutely in love with this beautiful white strappy dress and medallion print kimono.,396
245446248424600493,"Stitch Fix is so convenient and easy - just click the picture, fill out your style profile and tell your stylist you want styles just like this one!",144
245446248424600493,"Stitch Fix will send you custom looks based upon YOUR specifications, right to your door step.",20
245446248424600493,Stitch Fix Spring Summer 2017.,13
245446248424600493,#StitchFix #sponsored,401
245446248424600760,Hassle-free towing sling that keeps chains safely suspended above the ground without twisting or tangling.,1218
245446248424600840,need a good pair of high waist jeans don't like stomach to show in crop top,666
245446248424600859,Black and white wrap dress.,228
245446248424600859,Gorgeous spring summer dress!,763
245446248424600859,Stitch fix fashion trends 2017.,10
245446248424600859,Resort wear.,790
245446248424600859,Match with oversized hat and sunnies.,1291
245446248424600859,Want!,736
245446248424600859,#Sponsored #Stitchfix CASUAL DRESSES http://amzn.to/2l55mII,748
245446248424600889,Spring & Summer 2017 Fashion trends!,763
245446248424600889,Dresses!,212
245446248424600889,Ask your Stitch Fix stylist for a dress like this in your next fix.,439
245446248424600889,Sign up today to have great styles delivered to your door!,1387
245446248424600889,#sponsored #stitchfix,401
245446248424600925,Stay Positive Work Hard And Make It Happen.,1417
245446248424601244,Blush dress with bell sleeves.,976
245446248424601495,♕pinterest/amymckeown5,184
16536723612200389,"Shower crayons... for either writing stuff you think of in the shower, OR, drawing... of course.",1294
16536723612200950,Eileen Fisher Wool Blend Coat http://rstyle.me/n/sjtza4ni6 #fallstyle #falloutfits,953
16536723612200953,Scalloped Eyelash Lace Bra Set,942
473440979551700382,Music humor,1302
473440979551701145,Girls' Boutique hair bow handmade ribbon feathers hairbows hairband hairclip hair clip crochet headband H010 on AliExpress.com.,966
473440979551701361,Such a gorgeous dress.,212
473440979551701361,Love the bold blue and blushy pink combo.,398
473440979551701467,Cute striped dress for fall http://rstyle.me/n/iqyarnyg6,941
469289223643300694,Brooks Brothers Calfskin Covered Buckle Belt on shopstyle.com,412
469289223643300696,Brooks Brothers Square Covered Buckle Belt on shopstyle.com,412
469289223643300697,Brooks Brothers Calf Covered Buckle Belt on shopstyle.com,412
469289223643300698,Fossil Vintage Oval Buckle Belt on shopstyle.com,413
469289223643301278,#cute #cozy #style #waves #longhair,1302
236298311677800236,I saw this on Ellen!,1302
236298311677800236,"Such a great way to pay it forward to others in need, it's only a dollar a slice after all.",1365
236298311677800415,Love everything about this!,959
236298311677800415,"(Would probably be more of a fall outfit for me...)Those jeans are awesome, the top is gorgeous and those shoes !",163
404761085239700156,Bobbi Brown 'Nude on Nude' love this palette.,495
404761085239700649,"Wonderful, Thank you Lord for such an amazing experience.",1208
404761085239700649,"To really love so strongly, I am happy I LOVED",393
404761085239701189,love these Michael Kors booties <3,263
404761085239701389,Gorgeous,977
404761085239701466,Christian Louboutin Mandolina Ankle #Boots #louboutin,293
404761085239701485,"Yes, please Michael Kors",263
334392341064800002,Fog Photoshop Action #photoeffect Download: http://graphicriver.net/item/fog-photoshop-action/14397646?ref=ksioks,336
334392341064800071,"Stars, Sparkle - 30 Brushes Photoshop #ps #brush Download: http://graphicriver.net/item/stars-sparkle-30-brushes/6765494?ref=ksioks",1302
334392341064800561,New Balance Picnic Running Sneaker,564
334392341064800596,Blush and Rose Gold Michael Kors Watch,263
334392341064801311,pinterest ↠ beccaadownss_,185
334392341064801313,pinterest ↠ beccaadownss_,185
334392341064801329,Chambray off shoulder romper,1103
334392341064801350,love this romper,398
334392341064801363,Fringe all day,1436
296815431673600465,Hell yeah.,1302
296815431673600508,white top skirt.,257
296815431673600508,Summer street formal women fashion clothing style apparel @roressclothes closet ideas,31
296815431673600545,"Long Sleeve High-Waisted Tunic Dressoriginal price is $44.04, now$23.53 #zaful #floral",190
296815431673600761,ready for spring.,1272
296815431673601022,♫♪ MUSIC ♪♫ is my soul Little girl writing music notes on the grey wall.,1220
296815431673601022,Black & white image,232
51228514485100080,set of 12 Baby Lit books.,555
51228514485100773,Wise words from Mr. Big,1234
51228514485101386,white leather elephant bookend,920
422845852486900046,5 Decorating Mantras to Live By,97
422845852486900074,these are fabulous!,1302
422845852486900644,Urban Decay Palettes,501
422845852486900657,Wet n Wild Spring 2013 Limited Edition Coloricon Nude Awakening Palette vs. Urban Decay Naked Palette,501
69946600436800314,For the perfect Fall shade try: 'just a bite' by M·A·C.,512
69946600436800350,Solutions For Large Pores,1302
69946600436801213,loving the lines on this coffee table.,1395
427701295852800037,There is a decidedly glamorous edge to this breathtaking model home by Alquinn Homes in Edmonton.,1402
427701295852800037,The sophisticated palette of greys and creams adds to the luxe appeal.,1156
427701295852800037,#Farmhouse flooring in the colour Le Bourg.,1324
427701295852800037,#floors http://amzn.to/2qVhL6r,1302
427701295852800621,"Mismatched Anthropologie saucers, mugs and dessert plates.",1166
427701295852800621,Not your Grandmother's china.,1302
427701295852800621,#fairfieldgrantswishes,1302
238127899024700061,My favorite shower gel in the world: BULGARI The Blanc.,1265
238127899024700061,Your entire house will smell amazing.,1275
238127899024700061,Great for a guy + girl!,896
238127899024700430,white + gold,479
238127899024700608,Striped Off The Shoulder Top,254
238127899024700629,Something Navy White Sleeveless Button Down,946
238127899024700633,#Celine | Minimal + Chic.,751
238127899024700635,Ellery moment.,1302
238127899024700635,#TalisaSutton in Sydney.,1302
238127899024700635,#Badlands,1302
238127899024700643,white.,227
238127899024700743,My hair can't grow out fast enough,1217
238127899024700783,black and white ball skirt,232
549228117029300094,Floral Summer Dress // high low hem,219
549228117029300832,Sparkle Sandals by Heiress at BHLDN,1302
614600680367200170,Lifetime Leather Crossbody Sling bag - Stitch Fix 2016,23
202943526939300502,summer whites + lace,227
202943526939300520,Jeffrey Campbell.,956
202943526939300542,pinterest // princesslucy24,188
202943526939300659,"Ash Winder, a stallion who loves to barrel race!",1182
202943526939300659,He knows his way around so every Saturday he goes to find the abandoned riding ring with the cloverleaf barrel pattern and runs it!,1363
202943526939300659,When Abaccus found out he always ran off like this and saw why.,1050
202943526939300659,He and Ash Winder planned every Friday night at 6:00 there would be a barrel racing tournament!,1182
202943526939300659,And everyone had to compete!,1250
202943526939300659,Ash Winder won every time but still has fun!,1137
202943526939301074,Coffee Table and cat bed in one!,1395
202943526939301074,Ahahaha!,1302
202943526939301074,Sitting with friends over drinks and suddenly the cat coming in to snooze.,1039
202943526939301074,That'd be funny!,1295
202943526939301074,I’d love this for my Kitten!,398
202943526939301074,#SUMMER OF #SAVINGS: Up To 60% Off!,762
202943526939301074,25 Extremely Awesome #Kitty Furnishings Style Solutions Any Cat Keeper Does need!,1003
202943526939301074,Get Yours Today!,796
202943526939301135,"Matte nails, red nails, glitter nails, gold nails, fall nails, nail art, nail design winter nails - http://amzn.to/2iZnRSz",525
202943526939301410,Breakout Loungers,1302
76420524908400520,DIY pallet chevron cornhole boards Follow me on Instagram for more DIY projects @builtbytouch,733
76420524908400856,"this dress says, ""hey!",1274
76420524908400856,"eyes up here, bud!""",540
76420524908400856,"[to quote a character, ""...if he starts at the bottom, then looks up, he's lost every brownie point he ever had..."" (from memory, character Anita Blake from author Laurell K. Hamilton).",424
76420524908400856,Just had to say it!,1274
76420524908400946,White & Black striped tank dress with racer back back.,230
76420524908400946,Wrap dress.,212
76420524908400946,Stitch Fix,23
76420524908401011,thecatewillis,1302
76420524908401137,colorful kitchen rug,508
832954893551000442,NYX Professional Makeup Honey Dew Me Up Primer,534
832954893551000588,@ 2thuggish †,1302
188236459405200295,"http://www.awin1.com/cread.php?awinmid=6939&awinaffid=255809&clickref=pinCrochet&p=https%3A%2F%2Fwww.etsy.com%2Flisting%2F186091757%2Ftutorial-crochet-top-bikini-pattern  Tutorial Crochet Top Bikini Pattern, Bikini Top, PDF Pattern",546
188236459405200344,Add the red shoes for a date night outfit.,693
188236459405200344,Super cute!,787
188236459405200554,"~African fashion, Ankara, kitenge, African women dresses, African prints, African men's fashion, Nigerian style, Ghanaian fashion ~DKKprint.summer dress,green/pink dress (affiliate)",137
188236459405200580,i love where the lights are placed.,617
188236459405200580,might do this with lights inside of a ping pong balls.,617
188236459405200619,[Read it!],1152
188236459405200619,The Perfect Girl by Gilly Macmillan is such a great suspense novel!,896
188236459405200619,I couldn't put it down.,1131
188236459405200619,"If you liked Gone Girl or Girl on the Train, then you'll love this one!",464
188236459405201320,This would be perfect for once it gets really cold.,795
188236459405201320,"I love a good chunky sweater, especially when mixed with skinny jeans and boots.",678
188236459405201398,Casual chic.,750
309974386839400665,Velvet Embroidered Kimono | Johnny Was,1286
309974386839400746,Tory Burch Trudy Patent Open-toe Demi Wedge,854
309974386839401362,List of classroom accommodations for a young boy.,1228
309974386839401362,These are great!,896
309974386839401362,IEP help Autism Special Needs,851
549720698251200206,Billy Ella Colorblock Shooties,1302
549720698251200316,"Big Set of 250 Handsketched Design Elements (Transparent PNG, CS, 500x500, 6.9x6.9, banners, black, border, branch, bundle, clipart, congratulation, decoration, drawing, editable, elements, flourish, foliage, foliate, frame, greeting, hand drawn, invitation, laurels, leaves, ornaments, pack, rustic, sketch, wedding)",983
549720698251200465,Hello loves :) Try the best clothing subscription box ever!,1
549720698251200465,August 2016 review.,802
549720698251200465,Inspiration photos for stitch fix.,14
549720698251200465,Sign up now!,441
549720698251200465,Just click the pic...You can use these pins to help your stylist better understand your personal sense of style.,1555
549720698251200842,Eyebrow perfection.,744
549720698251200939,@hateuandurbrows,188
496803402630400028,EFINNY Women Summer Tie Front Short Sleeve Tank Tees Daw Navel Round Neck Crop Top -- Visit the image link more details.,1710
496803402630400159,"Aeropostale Womens Semi-Sheer Henley Shirt -- For more information, visit image link.",1707
496803402630400193,Anthropologie Eberjey Neva Thong #anthrofav,404
496803402630400284,OVERMAL Women Seamless Imitation Skinny Geometric Print Stretchy Pants Leggings ** Learn more by visiting the image link.,1712
496803402630400390,Superbaby Women Low Waist White Black Wash Denim Shorts * Continue to the item at the image link.,1711
